,Title,Series,Number,Status,Release Date,PDF Link
948,Forensic Techniques: Helping Organizations Improve Their Responses to Information Security Incidents,ITL Bulletin,,Final,9/27/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-09.pdf
949,Protecting Sensitive Information Processed and Stored in Information Technology (IT) Systems,ITL Bulletin,,Final,8/30/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-08.pdf
950,Protecting Sensitive Information Transmitted in Public Networks,ITL Bulletin,,Final,4/21/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-04.pdf
951,Minimum Security Requirements for Federal Information and Information Systems: Federal Information Processing Standard (FIPS) 200 Approved by the Secretary of Commerce,ITL Bulletin,,Final,3/24/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-03.pdf
952,Creating a Program to Manage Security Patches and Vulnerabilities: NIST Recommendations for Improving System Security,ITL Bulletin,,Final,2/15/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-02.pdf
953,Testing and Validation of Personal Identity Verification (PIV) Components and Subsystems for Conformance to Federal Information Processing Standard 201,ITL Bulletin,,Final,1/25/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-01.pdf
954,"Implementation of FIPS 201, Personal Identity Verification (PIV) of Federal Employees and Contractors",ITL Bulletin,,Final,8/01/2005,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2005-08.pdf
955,Integrating IT Security into the Capital Planning and Investment Control Process,ITL Bulletin,,Final,1/27/2005,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2005-01.pdf
956,Securing Voice Over Internet Protocol (IP) Networks,ITL Bulletin,,Final,10/01/2004,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2004-10.pdf
957,Information Security Within the System Development Life Cycle (SDLC),ITL Bulletin,,Final,9/01/2004,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2004-09.pdf
958,"Information Technology Security Services: How to Select, Implement, and Manage",ITL Bulletin,,Final,6/01/2004,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2004-06.pdf
959,Selecting Information Technology Security Products,ITL Bulletin,,Final,4/28/2004,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2004-04.pdf
960,"Federal Information Processing Standard (FIPS) 199, Standards for Security Categorization of Federal Information and Information Systems",ITL Bulletin,,Final,3/01/2004,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2004-03.pdf
961,"Information Technology Security Awareness, Training, Education, and Certification",ITL Bulletin,,Final,10/15/2003,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2003-10.pdf
962,Testing Intrusion Detection Systems,ITL Bulletin,,Final,7/01/2003,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2003-07.pdf
963,ASSET: Security Assessment Tool for Federal Agencies,ITL Bulletin,,Final,6/01/2003,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2003-06.pdf
964,Secure Interconnections for Information Technology Systems,ITL Bulletin,,Final,2/26/2003,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2003-02.pdf
965,Overview: The Government Smart Card Interoperability Specification,ITL Bulletin,,Final,7/01/2002,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2002-07.pdf
966,Techniques for System and Data Recovery,ITL Bulletin,,Final,4/01/2002,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2002-04.pdf
967,Data Encryption Standard,Book Section,,Final,1/01/2001,https://nvlpubs.nist.gov/nistpubs/sp958-lide/250-253.pdf
968,Proceedings of the 23rd National Information Systems Security Conference,Conference Paper,,Final,10/19/2000,https://csrc.nist.gov/files/pubs/conference/2000/10/19/proceedings-of-the-23rd-nissc-2000/final/docs/toc.pdf
969,Business Process Driven Framework for Defining an Access Control Service Based on Roles and Rules,Conference Paper,,Final,10/19/2000,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=151214
970,Identifying Critical Patches with ICAT,ITL Bulletin,,Final,7/01/2000,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2000-07.pdf
971,Proceedings of the 22nd National Information Systems Security Conference,Conference Paper,,Final,10/21/1999,https://csrc.nist.gov/files/pubs/conference/1999/10/21/proceedings-of-the-22nd-nissc-1999/final/docs/toc.pdf
972,Role-Based Access Control Features in Commercial Database Management Systems,Conference Paper,,Final,10/09/1998,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=916539
973,Proceedings of the 21st National Information Systems Security Conference,Conference Paper,,Final,10/08/1998,https://csrc.nist.gov/files/pubs/conference/1998/10/08/proceedings-of-the-21st-nissc-1998/final/docs/toc.pdf
974,Inheritance Properties of Role Hierarchies,Conference Paper,,Final,10/06/1998,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=916542
975,Training Requirements for Information Technology Security: An Introduction to Results-Based Learning,ITL Bulletin,,Final,4/01/1998,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1998-04.pdf
976,Management of Risks in Information Systems: Practices of Successful Organizations,ITL Bulletin,,Final,3/19/1998,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1998-03.pdf
977,Information Security and the World Wide Web (WWW),ITL Bulletin,,Final,2/12/1998,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1998-02.pdf
978,Internet Electronic Mail,ITL Bulletin,,Final,11/25/1997,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1997-11.pdf
979,Proceedings of the 20th National Information Systems Security Conference,Conference Paper,,Final,10/10/1997,https://csrc.nist.gov/files/pubs/conference/1997/10/10/proceedings-of-the-20th-nissc-1997/final/docs/20th-nissc-proceedings-1997.zip
980,Role Based Access Control for the World Wide Web,Conference Paper,,Final,10/10/1997,https://csrc.nist.gov/files/pubs/conference/1997/10/10/role-based-access-control-for-the-world-wide-web/final/docs/barkley-et-al-97.pdf
981,Public Key Infrastructure Technology,ITL Bulletin,,Final,7/01/1997,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1997-07.pdf
982,U.S. Government Activities to Protect the Information Infrastructure,Conference Paper,,Final,4/01/1997,https://csrc.nist.gov/files/pubs/conference/1997/04/01/us-govt-activities-to-protect-the-information-infr/final/docs/usgovii.pdf
983,Security Considerations in Computer Support and Operations,ITL Bulletin,,Final,4/01/1997,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1997-04.txt
984,Audit Trails,ITL Bulletin,,Final,3/01/1997,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1997-03.txt
985,Advanced Encryption Standard (AES),ITL Bulletin,,Final,2/01/1997,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1997-02.txt
986,Security Issues for Telecommuting,ITL Bulletin,,Final,1/01/1997,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul1997-01.txt
987,Proceedings of the 19th National Information Systems Security Conference,Conference Paper,,Final,10/22/1996,https://csrc.nist.gov/files/pubs/conference/1996/10/22/proceedings-of-the-19th-nissc-1996/final/docs/19th-nissc-proceedings-toc.pdf
988,Generally Accepted System Security Principles (GSSPs): Guidance on Securing Information Technology (IT) Systems,ITL Bulletin,,Final,10/01/1996,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1996-10.txt
989,Implementation Issues for Cryptography,ITL Bulletin,,Final,8/01/1996,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1996-08.txt
990,Information Security Policies for Changing Information Technology Environments,ITL Bulletin,,Final,6/01/1996,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1996-06.txt
991,The World Wide Web: Managing Security Risks,ITL Bulletin,,Final,5/01/1996,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1996-05.txt
992,Human/Computer Interface Security Issues,ITL Bulletin,,Final,2/01/1996,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1996-02.txt
993,Role-Based Access Control (RBAC): Features and Motivations,Conference Paper,,Final,12/15/1995,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=916537
994,Proceedings of the 18th National Information Systems Security Conference,Conference Paper,,Final,10/10/1995,https://csrc.nist.gov/files/pubs/conference/1995/10/10/proceedings-of-the-18th-nissc-1995/final/docs/1995-18th-nissc-proceedings-vol-1.pdf
995,FIPS 140-1: A Framework for Cryptographic Standards,ITL Bulletin,,Final,8/01/1995,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1995-08.txt
996,The Data Encryption Standard: An Update,ITL Bulletin,,Final,2/01/1995,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1995-02.txt
997,Digital Signature Standard,ITL Bulletin,,Final,11/01/1994,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1994-11.txt
998,Proceedings of the 17th National Computer Security Conference,Conference Paper,,Final,10/11/1994,https://csrc.nist.gov/files/pubs/conference/1994/10/11/proceedings-17th-national-computer-security-confer/final/docs/1994-17th-ncsc-proceedings-vol-1.pdf
999,Reducing the Risks of Internet Connection and Use,ITL Bulletin,,Final,5/01/1994,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1994-05.txt
1000,Threats to Computer Systems: An Overview,ITL Bulletin,,Final,3/01/1994,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1994-03.txt
1001,Security of the Integrated Service Digital Network,Book Section,,Final,12/31/1993,https://archive.org/details/handbookofinform0000unse_g9q5/page/626/mode/2up
1002,Security of OSI-based Networks,Book Section,,Final,12/31/1993,https://archive.org/details/handbookofinform0000unse_g9q5/page/617/mode/2up
1003,Cryptography,Book Section,,Final,12/31/1993,https://archive.org/details/handbookofinform0000unse_g9q5/page/653/mode/2up
1004,An Integrity Model is Needed for Computerized Voting and Similar Systems,Conference Paper,,Final,9/20/1993,https://csrc.nist.gov/CSRC/media/Publications/conference-paper/1993/09/20/proceedings-16th-national-computer-security-conference-1993/documents/1993-16th-NCSC-proceedings.pdf#page=491
1005,Proceedings of the 16th National Computer Security Conference,Conference Paper,,Final,9/20/1993,https://csrc.nist.gov/files/pubs/conference/1993/09/20/proceedings-16th-national-computer-security-confer/final/docs/1993-16th-ncsc-proceedings.pdf
1006,Choosing Among Standards for Lower Layer Security Protocols,Conference Paper,,Final,9/20/1993,https://csrc.nist.gov/CSRC/media/Publications/conference-paper/1993/09/20/proceedings-16th-national-computer-security-conference-1993/documents/1993-16th-NCSC-proceedings.pdf#page=236
1007,Security Program Management,ITL Bulletin,,Final,8/01/1993,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1993-08.txt
1008,Connecting to the Internet: Security Considerations,ITL Bulletin,,Final,7/01/1993,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1993-07.txt
1009,Guidance on the Legality of Keystroke Monitoring,ITL Bulletin,,Final,3/01/1993,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1993-03.txt
1010,An Overview of the Advanced Smartcard Access Control System (ASACS),Conference Paper,,Final,2/11/1993,https://csrc.nist.gov/files/pubs/conference/1993/02/11/an-overview-of-asacs/final/docs/draybalenson-1993-asacs.pdf
1011,Sensitivity of Information,ITL Bulletin,,Final,11/01/1992,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1992-11.txt
1012,Proceedings of the 15th National Computer Security Conference,Conference Paper,,Final,10/13/1992,https://csrc.nist.gov/files/pubs/conference/1992/10/13/proceedings-15th-national-computer-security-confer/final/docs/1992-15th-ncsc-proceedings-vol-1.pdf
1013,Role-Based Access Controls,Conference Paper,,Final,10/13/1992,https://csrc.nist.gov/files/pubs/conference/1992/10/13/rolebased-access-controls/final/docs/ferraiolo-kuhn-92.pdf
1014,An Introduction to Secure Telephone Terminals,ITL Bulletin,,Final,3/01/1992,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1992-03.txt
1015,Establishing a Computer Security Incident Handling Capability,ITL Bulletin,,Final,2/01/1992,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1992-02.txt
1016,Advanced Authentication Technology,ITL Bulletin,,Final,11/01/1991,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1991-11.txt
1017,High Integrity Software Standards Activities at NIST,Conference Paper,,Final,10/07/1991,https://csrc.nist.govhttp://www.uploads.pnsqc.org/proceedings/pnsqc1991.pdf
1018,Proceedings of the 14th National Computer Security Conference,Conference Paper,,Final,10/01/1991,https://csrc.nist.gov/files/pubs/conference/1991/10/01/proceedings-14th-national-computer-security-confer/final/docs/1991-14th-ncsc-proceedings-vol-1.pdf
1019,Security Issues in the Use of Electronic Data Interchange,ITL Bulletin,,Final,6/01/1991,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1991-06.txt
1020,FIPS 140: A Standard in Transition,ITL Bulletin,,Final,4/01/1991,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1991-04.pdf
1021,Computer Security Roles of NIST and NSA,ITL Bulletin,,Final,2/01/1991,https://csrc.nist.gov/files/pubs/shared/itlb/cslbul1991-02.txt
1022,Proceedings of the 13th National Computer Security Conference,Conference Paper,,Final,10/01/1990,https://csrc.nist.gov/files/pubs/conference/1990/10/01/proceedings-13th-national-computer-security-confer/final/docs/1990-13th-ncsc-proceedings-vol-1.pdf
1023,Computer Virus Attacks,ITL Bulletin,,Final,8/01/1990,https://csrc.nist.gov/files/pubs/shared/itlb/ncslbul1990-08.txt
1024,Proceedings of the 12th National Computer Security Conference,Conference Paper,,Final,10/10/1989,https://csrc.nist.gov/files/pubs/conference/1989/10/10/proceedings-12th-national-computer-security-confer/final/docs/1989-12th-ncsc-proceedings.pdf
1025,A Token Based Access Control System for Computer Networks,Conference Paper,,Final,10/10/1989,https://csrc.nist.gov/files/pubs/conference/1989/10/10/a-token-based-access-control-system-for-computer-n/final/docs/smiddraywarnar-1989-tbacs.pdf
1026,Proceedings of the 11th National Computer Security Conference,Conference Paper,,Final,10/17/1988,https://csrc.nist.gov/files/pubs/conference/1988/10/17/proceedings-11th-national-computer-security-confer/final/docs/1988-11th-ncsc-proceedings.pdf
1027,Proceedings of the 10th National Computer Security Conference,Conference Paper,,Final,9/21/1987,https://csrc.nist.gov/files/pubs/conference/1987/09/21/proceedings-10th-national-computer-security-confer/final/docs/1987-10th-ncsc-proceedings.pdf
1028,Proceedings of the 9th National Computer Security Conference,Conference Paper,,Final,9/15/1986,https://csrc.nist.gov/files/pubs/conference/1986/09/15/proceedings-9th-national-computer-security-confere/final/docs/1986-9th-ncsc-proceedings.pdf
1029,Proceedings of the 8th National Computer Security Conference,Conference Paper,,Final,9/30/1985,https://csrc.nist.gov/files/pubs/conference/1985/09/30/proceedings-8th-national-computer-security-confere/final/docs/1985-8th-ncsc-proceedings.pdf
1030,7th DoD/NBS Computer Security Conference,Conference Paper,,Final,9/24/1984,https://csrc.nist.gov/files/pubs/conference/1984/09/24/7th-dodnbs-computer-security-conference/final/docs/1984-7th-conference-proceedings.pdf
1031,Proceedings of the Sixth Seminar on the DoD Computer Security Initiative,Conference Paper,,Final,11/15/1983,https://csrc.nist.gov/files/pubs/conference/1983/11/15/proceedings-6th-seminar-on-the-dod-computer-securi/final/docs/1983-6th-seminar-proceedings.pdf
1032,Proceedings of the Fifth Seminar on the DoD Computer Security Initiative,Conference Paper,,Final,5/24/1982,https://csrc.nist.gov/files/pubs/conference/1982/05/24/proceedings-5th-seminar-dod-computer-security-init/final/docs/1982-5th-seminar-proceedings.pdf
1033,Proceedings of the Fourth Seminar on the DoD Computer Security Initiative,Conference Paper,,Final,8/10/1981,https://csrc.nist.gov/files/pubs/conference/1981/08/10/proceedings-4th-seminar-dod-computer-security-init/final/docs/1981-4th-seminar-proceedings.pdf
1034,Proceedings of the Third Seminar on the DoD Computer Security Initiative Program,Conference Paper,,Final,11/18/1980,https://csrc.nist.gov/files/pubs/conference/1980/11/18/proceedings-3rd-seminar-dod-computer-security-init/final/docs/1980-3rd-seminar-proceedings.pdf
1035,Proceedings of the Second Seminar on the DoD Computer Security Initiative Program,Conference Paper,,Final,1/15/1980,https://csrc.nist.gov/files/pubs/conference/1980/01/15/proceedings-2nd-seminar-dod-computer-security-init/final/docs/1980-2nd-seminar-proceedings.pdf
